id,name,spokenLanguage,signedLanguage,category,definition,paraphrase,example,url,videoDuration,exampleVideoDuration
126897,HUNDERTEINS,de,dsgs,Allgemein,Die Zahl Hunderteins ist die näturliche Zahl zwischen hundert und hundertzwei.,"Zahl, 101",Das Hochhaus hat 101 Stockwerke.,https://signsuisse.sgb-fss.ch/lexikon/126897/hunderteins,2.72,5.64
130765,TANDEM,fr,lsf-ch,",Verkehr",Bicyclette à deux sièges et deux pédaliers placés l'un derrière l'autre.,"Bicyclette, vélo, cycle.","Au bord du lac Léman, j'ai vu de temps en temps des tandems.",https://signsuisse.sgb-fss.ch/fr/lexikon/130765/tandem,4.0,9.32
129216,UBS,de,dsgs,Wirtschaft,Die UBS AG ist eine Schweizer Grossbank mit Hauptsitzen in Zürich und Basel.,Schweizer Grossbank,Dieses Ehepaar ist der USB Bank lange treu.,https://signsuisse.sgb-fss.ch/lexikon/129216/ubs,2.68,5.68
123750,TRENNEN,de,dsgs,Familie,"Trennung umschreibt die Situation im Eherecht, in der ein Ehepaar keine häusliche Gemeinschaft mehr bildet und die eheliche Lebensgemeinschaft ablehnt.",eine Beziehung beenden,Dieses Ehepaar trennt sich im Moment.,https://signsuisse.sgb-fss.ch/lexikon/123750/trennen,2.625,4.042
116583,IL Y A LONGTEMPS,fr,lsf-ch,Allgemein,"Pendant un un long espace de temps, une longue durée de temps.",Longuement.,Il y a longtemps que je n'ai pas vu Chantal.,https://signsuisse.sgb-fss.ch/fr/lexikon/116583/il-y-a-longtemps,3.0,7.44
129222,INSTALLIEREN,de,dsgs,Verb,"irgendwo einrichten, in etwas unterbringen","einbauen, einordnen",Der Informatiker installiert gerade den Computer.,https://signsuisse.sgb-fss.ch/lexikon/129222/installieren,2.44,5.32
112028,BANK,de,dsgs,Wirtschaft,"Unternehmen, das Geld- und Kreditgeschäfte betreibt und den Zahlungsverkehr vermittelt","Geldinstitution; Unternehmen, das Geldgeschäfte abwickelt",Meine Kinder haben eigene Bankkonti.,https://signsuisse.sgb-fss.ch/lexikon/112028/bank,2.08,5.28
115589,PELLE 1,fr,lsf-ch,Haushalt,"Outil comprenant un manche et une extrémité plate, utilisé notamment pour soulever de la terre, du sable, etc.",Outil.,Renaud creuse le sable avec une pelle.,https://signsuisse.sgb-fss.ch/fr/lexikon/115589/pelle-1,2.76,9.76
116923,ZINÉDINE ZIDANE,de,dsgs,Menschen,ehemaliger französischer Fussballspieler und heutiger -funktionär und -trainer,ehemaliger französischer Profi-Fussballspieler,Zinédine Zidane ist ein bekannter Fussballspieler von Frankreich.,https://signsuisse.sgb-fss.ch/lexikon/116923/zinedine-zidane,3.12,4.88
130632,RAPPERSWIL,de,dsgs,Stadt,Rapperswil ist ein Ort in der Gemeinde Rapperswil-Jona im Südwesten des Kantons St. Gallen in der Schweiz.,Stadt und Gemeinde im Kanton St. Gallen,In Rapperswil gibt es ein schönes Schloss mit Aussicht auf den See.,https://signsuisse.sgb-fss.ch/lexikon/130632/rapperswil,2.24,6.16
130083,PIPPI LANGSTRUMPF,de,dsgs,Veranstaltung/Medien,Pippi Langstrumpf ist die zentrale Figur einer dreibändigen schwedischen Kinderbuch-Reihe von Astrid Lindgren und verschiedener darauf basierender Bearbeitungen.,"Märchenfigur, frech, rote Zöpfe, stark",Früher gab es oft im Fersehen Sendungen mit der Pippi Langstrumpf.,https://signsuisse.sgb-fss.ch/lexikon/130083/pippi-langstrumpf,2.834,5.084
126486,LEITER,de,dsgs,Allgemein,"Eine Leiter ist ein Gerät mit Sprossen zum Hinauf- und Hinabsteigen, die links und rechts in zwei Holme eingepasst sind.","Gerät zum Hinauf- oder Hinabsteigen, das aus zwei über Sprossen verbundene Längsstangen besteht","Für auf das Dach zu kommen, brauche ich eine Leiter.",https://signsuisse.sgb-fss.ch/lexikon/126486/leiter,2.584,5.959
119653,VÉTÉRINAIRE,fr,lsf-ch,Beruf/Schule,Spécialiste de la médecine des animaux.,"Médecin, animaux.","En Suisse, la formation de vétérinaire est une formation qui se fait à l'université de Berne ou à celle de Zurich.",https://signsuisse.sgb-fss.ch/fr/lexikon/119653/veterinaire,2.625,9.459
121532,LUNA,it,lis-ch,Natur,Il satellite naturale della Terra illuminato dalla luce riflessa del Sole.,Satellite della terra.,"Quando c'è la luna piena, a mezzanotte si vede tutto.",https://signsuisse.sgb-fss.ch/it/lexikon/121532/luna,2.25,4.917
112622,DARF,de,dsgs,Verb,"die Erlaubnis haben, etwas zu tun","Gegenteil von Verbot, erlauben",Du darfst mich besuchen.,https://signsuisse.sgb-fss.ch/lexikon/112622/darf,2.104,2.616
127959,FARD,fr,lsf-ch,Allgemein,Maquillage donnant de l'éclat au teint.,Maquillage.,Amélie se met du fard sur les joues.,https://signsuisse.sgb-fss.ch/fr/lexikon/127959/fard,3.2,7.16
118126,JUDEN,de,dsgs,Menschen,Als Jude bezeichnet man einen Angehörigen der jüdischen Religion,Angehöriger einer bestimmten Religion,Aufgrund der Ereignisse in der Vergangenheit finden in Deutschland jedes Jahr an verschiedenen Orten Gedenkfeiern für die Juden statt,https://signsuisse.sgb-fss.ch/lexikon/118126/juden,2.75,12.084
123652,SKATEBOARD,de,dsgs,Sport/Freizeit,"Ein Skateboard, ist ein Brett mit zwei Achsen und vier Rollen auf welchem man sich stehend durch Abstossen mit einem Bein (Pushen) fortbewegen kann.",Brett mit Rollen,Skateboards haben verschiedene Formen.,https://signsuisse.sgb-fss.ch/lexikon/123652/skateboard,2.834,4.5
119473,ENTENDRE,fr,lsf-ch,Verb,Percevoir par l'ouïe.,entendant,Je suis sourde mais je peux entendre certains bruits.,https://signsuisse.sgb-fss.ch/fr/lexikon/119473/entendre,2.792,5.625
119658,JEU,fr,lsf-ch,Sport/Freizeit,"Chez une personne, activité physique ou mentale gratuite qui n'a d'autre but que le plaisir qu'elle procure.","Plaisir, amusement, passe-temps.","En famille, nous jouons à un jeu de société, le UNO.",https://signsuisse.sgb-fss.ch/fr/lexikon/119658/jeu,2.75,8.542
128460,HOCHSAISON,de,dsgs,Allgemein,In Hochsaison unterteilt man im Tourismus den Jahresablauf abhängig von der Zahl der Touristen an einem bestimmten Urlaubsziel. In einem Jahr können sich mehrere Hoch- und Nebensaisons hintereinander abwechseln.,die Zeit mit der lebhaftesten Kunden - Tourismusandrang,"Die Familie nimmt immer in der Hochsaison Ferien, da sie an die Schulferien gebunden sind.",https://signsuisse.sgb-fss.ch/lexikon/128460/hochsaison,2.792,7.334
124637,ÜBER JEMAND,de,dsgs,Allgemein,auf eine Person bezogen,auf eine Person gerichtet,"Der Bub nervt sich, weil das Mädchen oft über jemanden spricht.",https://signsuisse.sgb-fss.ch/lexikon/124637/ueber-jemand,2.5,6.792
127489,RÉFRACTAIRE,fr,lsf-ch,Allgemein,"Qui résiste à quelque chose, qui refuse d'obéir ou de se soumettre.","Rétif, rebelle, indocile.",Sandrine est réfractaire à la discipline du collège.,https://signsuisse.sgb-fss.ch/fr/lexikon/127489/refractaire,2.64,9.12
114923,SCHLAUCHBOOT,de,dsgs,Sport/Freizeit,"Ein Schlauchboot ist ein Boot mit einem Schlauch als Rumpf oder als Außenseite, der im Einsatz mit Gas gefüllt ist.",Boot mit Luft,"Die Kinder freuen sich, sie gehen bald Schlauchboot fahren.",https://signsuisse.sgb-fss.ch/lexikon/114923/schlauchboot,3.167,6.792
114048,PLAUDERN,de,dsgs,Verb,"Sich mit jemandem gemütlich und zwanglos unterhalten, in ungezwungen-leichtem Ton erzählen.","locker erzählen, sich unterhalten (in Gebärdensprache)",Gestern Abend plauderten mein Freund und ich endlich mal lange (in Gebärdensprache).,https://signsuisse.sgb-fss.ch/lexikon/114048/plaudern,2.709,5.334
113602,VOLLEY,de,dsgs,Sport/Freizeit,"Volley ist ein Begriff aus dem Ballsport, der eine Technik bezeichnet, bei der der Spielball vor dem Erreichen des Bodens gespielt wird.Volley bezeichnet einen Schlag, bei dem der Ball noch vor dessen Auftreffen auf dem Boden zurückgespielt wird.","Volley bezeichnet einen Schlag, bei dem der Ball noch vor dessen Auftreffen auf dem Boden zurückgespielt wird.",Der Tennisspieler spielt einen guten Volley.,https://signsuisse.sgb-fss.ch/lexikon/113602/volley,1.959,4.917
116346,VEREINTE NATIONEN,de,dsgs,Politik/Recht,"Die Vereinten Nationen, häufig auch UNO für United Nations Organization, sind ein zwischenstaatlicher Zusammenschluss von 193 Staaten und als globale Internationale Organisation uneingeschränkt anerkanntes Völkerrechtssubjekt.",Zusammenschluss verschiedener Länder,Die Vereinten Nationen zählen 193 Staaten.,https://signsuisse.sgb-fss.ch/lexikon/116346/vereinte-nationen,4.16,6.88
115657,UNGLÜCKLICH,de,dsgs,Allgemein,"traurig, bedrückt, niedergeschlagen","traurig und deprimiert, nicht glücklich","Das Kind ist unglücklich, weil die Katze verschwunden ist.",https://signsuisse.sgb-fss.ch/lexikon/115657/ungluecklich,2.64,5.32
124985,DRITTE,de,dsgs,Allgemein,"Ordinalzahl, 3.","Aufzählung, an 3. Stelle stehend",Ich sehe eine dritte Person.,https://signsuisse.sgb-fss.ch/lexikon/124985/dritte,2.042,3.209
122010,RAGIONARE,it,lis-ch,Verb,"Fare uso della ragione, riflettere, pensare; condurre un ragionamento logico.",Usare la ragione.,Ragiona un pò!,https://signsuisse.sgb-fss.ch/it/lexikon/122010/ragionare,2.834,3.292
116163,FURORE,de,dsgs,Allgemein,"Aufheben, Aufregung, Aufsehen, Beachtung, Eklat, Lärm, Sensation, Skandal, Überraschung, Verwunderung, Wirbel;",durch Erfolg Aufsehen erregen,Mit seiner Erfindung sorgte er für Furore.,https://signsuisse.sgb-fss.ch/lexikon/116163/furore,2.44,6.08
113052,LOGO,de,dsgs,Veranstaltung/Medien,"Zeichen / Piktogramm, mit dem sich eine Firma selbst darstellt",Teil des visuellen Erscheinungsbildes eines Unternehmens,Jede Firma hat ihr eigenes Logo.,https://signsuisse.sgb-fss.ch/lexikon/113052/logo,2.667,5.125
126070,FIDEL CASTRO,de,dsgs,Menschen,"ist ein kubanischer Revolutionär und Politiker spanischer Abstammung. Er war unter anderem Regierungschef, Staatspräsident und Vorsitzender der Kommunistischen Partei Kubas.",Staatspräsident Kuba,Fidel Castro ist der Regierungschef von Kuba.,https://signsuisse.sgb-fss.ch/lexikon/126070/fidel-castro,2.2,5.48
118582,BLOND - BLONDE,fr,lsf-ch,Menschen,Qui a les cheveux blonds.,"Couleur, cheveux.","Lorsqu'il était gamin, mon ami était blond; mais en grandissant, ses cheveux sont devenus de plus en plus foncés.",https://signsuisse.sgb-fss.ch/fr/lexikon/118582/blond-blonde,2.667,8.0
116756,FÖHN,de,dsgs,Haushalt,"Ein Föhn ist ein elektrisches Gerät zum Trocknen nasser Haare, etwa nach der Haarwäsche, dem Schwimmen oder dem Baden.","elektrisches Gerät, mit dem man sich die Haare trocknet",Nasse Haare trocknet man mit einem Föhn.,https://signsuisse.sgb-fss.ch/lexikon/116756/foehn,2.542,5.167
124997,FILS,fr,lsf-ch,Familie,Personne de sexe masculin par rapport à ses parents.,"Personne, masculin, parentée.",Mon fils est venu me chercher à la gare.,https://signsuisse.sgb-fss.ch/fr/lexikon/124997/fils,2.5,4.709
111723,WEINKELLER,de,dsgs,Nahrung,"Ein Weinkeller dient als Lagerraum für Wein in Glasflaschen oder Fässern, seltener auch in Glasballons, Amphoren oder Kunststoffkanistern. Sekt und andere alkoholische Getränke können auch aufbewahrt werden.",Wein lagern im Keller,Dieses Restaurant hat einen grossen Weinkeller.,https://signsuisse.sgb-fss.ch/lexikon/111723/weinkeller,2.96,5.32
113017,KÖNIGSPINGUIN,de,dsgs,Tiere,Der Königspinguin ist nach dem Kaiserpinguin die zweitgrößte Art der Pinguine und wird zusammen mit dem Kaiserpinguin zu der Gattung der Großpinguine gezählt.,eine Art aus der Familie der Pinguine,Königspinguine leben nur am Südpol.,https://signsuisse.sgb-fss.ch/lexikon/113017/koenigspinguin,5.75,5.75
117761,DORTMUND,fr,lsf-ch,Stadt,Ville d'Allemagne située dans le Land de Rhénanie-du-Nord-Westphalie à l'extrémité orientale du bassin de la Ruhr.,"Ville, Allemagne.",La ville de Dortmund compte plus de 500'000 habitants.,https://signsuisse.sgb-fss.ch/fr/lexikon/117761/dortmund,3.167,7.76
125510,FOEHN,fr,lsf-ch,Natur,"Vent fort, sec et chaud des Alpes suisses et autrichiennes.","Vent, chaud, sec.",Le foehn est un vent de la région des Alpes.,https://signsuisse.sgb-fss.ch/fr/lexikon/125510/foehn,3.0,7.6
130740,HEAVY METAL,fr,lsf-ch,",Veranstaltung/Medien",C'est un genre musical dérivé du rock2 apparu au Royaume-Uni et aux États-Unis à la fin des années 1960.,"Rock, Royaume-Uni et aux États-Unis.",Le Haevy metal est crée à la fin des année 1960.,https://signsuisse.sgb-fss.ch/fr/lexikon/130740/heavy-metal,2.68,9.16
127443,COMPTE BANCAIRE,fr,lsf-ch,Wirtschaft,Somme d'argent en dépôt par un client à sa banque.,"Argent, dépôt, banque.",M. Durand a un compte bancaire à l'UBS.,https://signsuisse.sgb-fss.ch/fr/lexikon/127443/compte-bancaire,3.64,9.52
120285,CHACUN,fr,lsf-ch,Allgemein,"Personne ou chose prise individuellement dans un ensemble, un tout.","Chaque, un.","Chacun, avec ses idées, écrit une histoire.",https://signsuisse.sgb-fss.ch/fr/lexikon/120285/chacun,3.042,4.709
125046,BALL,de,dsgs,Sport/Freizeit,"Ein Ball ist ein kugelförmiges, elastisches Spielzeug oder Sportgerät aus Leder, Gummi oder Kunststoff.",kugelförmiges Spielzeug oder Sportgerät,Die Farbe des Tennisballs ist bekanntlich gelb.,https://signsuisse.sgb-fss.ch/lexikon/125046/ball,1.92,6.24
114586,MC DONALD'S,it,lis-ch,Nahrung,"La McDonald's Corporation è la maggiore catena di ristoranti fast food del mondo, fondata nel 1940 in California.",Catena di ristoranti fast food.,Io non vado mai al Mc Donald's.,https://signsuisse.sgb-fss.ch/it/lexikon/114586/mc-donalds,2.542,4.167
127337,SMASH,de,dsgs,Sport/Freizeit,"Der Schmetterball im Sport ist ein nur knapp über dem Netz gespielter, sehr schneller Ball, der für den Spielgegner schwer abzuwehren ist.","Badminton: Schmetterball, Schlag über dem Kopf des Spielers, bei dem der Ball scharf/steil nach unten fliegt","Der Trainer fordert den Badmintonspieler auf, einen guten Smash zu spielen.",https://signsuisse.sgb-fss.ch/lexikon/127337/smash,2.25,5.167
128983,BALAI,fr,lsf-ch,Haushalt,"Faisceau de brindilles, brosse, fixé à un long manche et utilisé pour nettoyer le sol.",Ustensile de ménage.,"Après le repas, Xavier donne un coup de balai dans la salle à manger.",https://signsuisse.sgb-fss.ch/fr/lexikon/128983/balai,2.56,9.88
119115,INTROUVABLE,fr,lsf-ch,Allgemein,Qui est difficile à trouver. Qu'on ne peut pas trouver.,Rare.,Ce vieux disque est introuvable dans le commerce.,https://signsuisse.sgb-fss.ch/fr/lexikon/119115/introuvable,3.6,7.64
124252,EFFACER,fr,lsf-ch,Verb,Faire disparaître sans laisser de trace (ce qui était marqué).,"Faire disparaître, gommer, enlever.",J'efface de mon ordinateur les informations inutiles.,https://signsuisse.sgb-fss.ch/fr/lexikon/124252/effacer,2.76,7.25
112074,PLEITE,de,dsgs,Allgemein,"Zahlungsunfähigkeit, Niederlage, Misserfolg",schief gelaufen,Die Firma hat Pleite gemacht.,https://signsuisse.sgb-fss.ch/lexikon/112074/pleite,2.834,3.959
123726,SUPPENLÖFFEL,de,dsgs,Haushalt,Besteck zum Schöpfen und Rühren von Flüssigkeiten,ein Besteck das man Löffel nennt und mit dem man Suppe isst,Mein Suppenlöffel ist biegsam.,https://signsuisse.sgb-fss.ch/lexikon/123726/suppenloeffel,2.52,4.28
129249,DARLEHEN,de,dsgs,Wirtschaft,"bestimmtes Kapital (meist in Form von Geld), das jemandem für eine bestimmte Zeit zur Nutzung überlassen wird","Kredit, Anleihe, Vorschuss, Geld ausleihen",Dieser Mann hat bei der Bank ein Darlehen erhalten.,https://signsuisse.sgb-fss.ch/lexikon/129249/darlehen,2.64,4.84
114816,TÜTE,de,dsgs,Allgemein,"Tüten sind verformbare Transportbehälter aus Papier, Kunststoff oder anderen biegsamen Materialien zur Verpackung loser kleinerer Gegenstände und Pulver.",Beutel aus Papier oder anderem Material,Das Mädchen bastelt eine Tüte für den Muttertag.,https://signsuisse.sgb-fss.ch/lexikon/114816/tuete,2.292,5.209
120404,CODE,fr,lsf-ch,Allgemein,Système de symboles destiné à représenter et à transmettre une information.,Système de symboles.,"Pour que la porte s'ouvre, il faut que je te donne le code d'accès de l'immeuble.",https://signsuisse.sgb-fss.ch/fr/lexikon/120404/code,2.375,6.417
118378,PUZZLE,fr,lsf-ch,Sport/Freizeit,jeu de patience composé d'éléments découpés à assembler pour reconstituer une image.,Jeu de patience.,"Pour faire un puzzle, il faut beaucoup de patience et de temps.",https://signsuisse.sgb-fss.ch/fr/lexikon/118378/puzzle,3.25,6.834
111517,MATURITÉ,fr,lsf-ch,Beruf/Schule,"En Suisse, certificat de fin d'étude qui s'obtient à la fin du collège. (en France: baccalauréat)",Diplôme.,On passe l'examen de maturité à la fin du collège.,https://signsuisse.sgb-fss.ch/fr/lexikon/111517/maturite,2.8,7.12
124880,ÉPOUVANTER,fr,lsf-ch,Verb,"Frapper quelqu'un d'épouvante, de terreur.","Effrayer, terroriser, terrifier.",Les histoires de fantômes épouvantent Antoine.,https://signsuisse.sgb-fss.ch/fr/lexikon/124880/epouvanter,3.52,9.96
127900,OKKUPATION,de,dsgs,Politik/Recht,"meist militärische Besetzung eines Gebiets durch eine fremde Macht, bei der die Ausübung der Staatsgewalt für die Dauer der Okkupation von der vorhandenen auf die fremde Macht übergeht",die Besetzung eines Landes durch eine fremde Armee,Dieser Staat strebt die Okkupation eines Landes an.,https://signsuisse.sgb-fss.ch/lexikon/127900/okkupation,2.56,4.56
116436,ENCART,fr,lsf-ch,Veranstaltung/Medien,Feuille ou groupe de feuilles que l'on insère entre les pages d'un livre ou d'un magazine.,"Feuille insérée, publication.",Un encart publicitaire.,https://signsuisse.sgb-fss.ch/fr/lexikon/116436/encart,2.8,4.16
120359,PIÈGE,fr,lsf-ch,Allgemein,Au sens figuré: moyen utilisé pour placer une personne dans une situation difficile ou désavantageuse.,"Artifice, ruse.","Très souvent, les enfants posent des questions &quot;piège&quot;.",https://signsuisse.sgb-fss.ch/fr/lexikon/120359/piege,2.834,5.584
116078,LIZENZWESEN,de,dsgs,Sport/Freizeit,"gesamter Bereich von etwas; alles, was zu einem bestimmten Bereich gehört vom Lizenzwesen",bestimmter Bereich für die Lizenz,Das Lizenzwesen hat nur die Aufgabe die Lizenzen zu kontrollieren.,https://signsuisse.sgb-fss.ch/lexikon/116078/lizenzwesen,3.459,6.417
122567,MACELLAIO,it,lis-ch,Beruf/Schule,Chi macella le bestie; chi vende le carni macellate.,Gestore di macelleria.,"Quell'anziano, quando era giovane, lavorava come macellaio.",https://signsuisse.sgb-fss.ch/it/lexikon/122567/macellaio,3.084,6.334
123627,ANDERES MAL,de,dsgs,Allgemein,zu einem anderen Zeitpunkt,"nicht jetzt, später",Wir können ein anderes Mal abmachen für ein Treffen.,https://signsuisse.sgb-fss.ch/lexikon/123627/anderes-mal,2.167,4.459
121845,CAMBIARE,it,lis-ch,Verb,mettere una persona o una cosa al posto di un'altra;,Sostituire l'uno all'altro.,"Questo vestito non è adatto a te, è meglio che lo cambi.",https://signsuisse.sgb-fss.ch/it/lexikon/121845/cambiare,3.084,6.125
123109,FAVOLA,it,lis-ch,Allgemein,"Breve racconto con personaggi tratti perlopiù dal mondo animale, normalmente con finale moralistico.","Racconto, fiaba, leggenda.",I bambini adorano ascoltare le favole.,https://signsuisse.sgb-fss.ch/it/lexikon/123109/favola,2.625,5.75
111638,SORTE,fr,lsf-ch,Allgemein,"Caractéristique commune qui définit, à l'intérieur d'un ensemble d'être ou de choses de même nature, un groupe, un genre, un type identique.","Variété, espèce, type.",Il existe plusieurs sortes de poires.,https://signsuisse.sgb-fss.ch/fr/lexikon/111638/sorte,3.08,5.48
129493,MILCHKAFFEE,de,dsgs,Nahrung,heisses Mischgetränk aus Milch und Kaffee,Kaffee gemischt mit Milch,Am Morgen nehme ich immer einen Milchkaffee.,https://signsuisse.sgb-fss.ch/lexikon/129493/milchkaffee,3.12,4.24
120679,OUEST,fr,lsf-ch,Verkehr,L'un des quatre points cardinaux. Partie de l'horizon où se couche le soleil.,"Point cardinal, couchant.",Les Grisons ne se situent pas à l'ouest mais à l'est.,https://signsuisse.sgb-fss.ch/fr/lexikon/120679/ouest,2.75,5.8
123061,CIMITERO,it,lis-ch,Haus/Gebäude,Luogo in cui si seppelliscono i defunti.,Luogo per i defunti.,Ogni domenica la donna si reca al cimitero per portare dei fiori.,https://signsuisse.sgb-fss.ch/it/lexikon/123061/cimitero,2.792,5.042
130590,SIDE-CAR,fr,lsf-ch,",Verkehr","Caisse carrossée, montée sur une roue, pourvue d'un siège et que l'on accouple à une moto ; ensemble formé par cette caisse et la moto.","Moto, passage à côté.",C'est tellement beau de voir des side-cars sur la route.,https://signsuisse.sgb-fss.ch/fr/lexikon/130590/side-car,4.4,8.2
120064,GORILLE,fr,lsf-ch,Tiere,Grand singe d'Afrique de l'ouest.,"Grand singe, Afrique.",L'ADN des gorilles est 98% à 99% identique à celui de l'humain.,https://signsuisse.sgb-fss.ch/fr/lexikon/120064/gorille,2.75,9.167
115002,SCHLAGANFALL,de,dsgs,Medizin,akute Erkrankung des Gehirns durch Verschluss eines Blutgefässes oder Blutung,"eine Störung der Tätigkeit des Gehirns (meist weil es zu wenig Blut bekommt), die Lähmungen bestimmter Körperteile zur Folge haben kann",Die Heilung nach einem Schlaganfall ist schwierig.,https://signsuisse.sgb-fss.ch/lexikon/115002/schlaganfall,2.5,4.334
127179,PLATZ,de,dsgs,Allgemein,"Stelle, an der man sitzen oder stehen kann","Stelle, Standort, Position",Ich suche einen guten Platz für meine Arbeit.,https://signsuisse.sgb-fss.ch/lexikon/127179/platz,2.375,4.667
130924,FINALE,fr,lsf-ch,",Sport/Freizeit",Dernière épreuve d'une compétition qui décidera du vainqueur.,Terminaison.,Lors de la finale de la coupe du monde de football 2018 la France a battu la Croatie 4-2.,https://signsuisse.sgb-fss.ch/fr/lexikon/130924/finale,2.56,11.28
113674,FERNSEHSTUDIO,de,dsgs,Veranstaltung/Medien,Als Fernsehstudio werden die Produktionsräume von Fernseh- oder Videoproduktionen bezeichnet.,"Raum, in dem Fernsehsendungen aufgezeichnet werden","Wenn das rote Licht nicht eingeschaltet ist, darf man ins Fernsehstudio eintreten.",https://signsuisse.sgb-fss.ch/lexikon/113674/fernsehstudio,3.04,5.36
117022,LAZIO,it,lis-ch,Sport/Freizeit,"E' una regione amministrativa dell'Italia centrale, con capoluogo Roma.",Nome di una regione d'Italia nonchè di una società sportiva di calcio.,Conosco alcune persone che tifano per la squadra della Lazio.,https://signsuisse.sgb-fss.ch/it/lexikon/117022/lazio,2.375,5.334
120334,ÉGLISE,fr,lsf-ch,Haus/Gebäude,Edifice consacré au culte de la religion chrétienne.,"Clocher, porche, portail, parvis, baptistère.",Ils se marient à l'église.,https://signsuisse.sgb-fss.ch/fr/lexikon/120334/eglise,3.25,5.084
118598,C'EST ÇA,fr,lsf-ch,Allgemein,"La chose dont il s'agit, qu'on désigne.","Cela, ça.",Cette poupée &quot;Barbie&quot;; c'est ça que je veux.,https://signsuisse.sgb-fss.ch/fr/lexikon/118598/cest-ca,2.16,6.8
120976,CRITIQUER,fr,lsf-ch,Verb,Emettre un jugement faisant ressortir les défauts de quelqu'un ou de quelque chose.,"Dénigrer, désapprouver, contredire.","En politique, les gens sont toujours en train de critiquer.",https://signsuisse.sgb-fss.ch/fr/lexikon/120976/critiquer,3.125,5.375
121983,PROPRIO,it,lis-ch,Allgemein,"Caratteristico, specifico, tipico.",Caratteristica di una persona o di una cosa.,Lui è proprio un egoista.,https://signsuisse.sgb-fss.ch/it/lexikon/121983/proprio,2.334,4.5
122560,FERROVIERE,it,lis-ch,Beruf/Schule,Chi presta servizio nelle ferrovie.,Chi lavora nelle ferrovie.,Lui lavora come ferroviere ed è impegnato 10 ore al giorno.,https://signsuisse.sgb-fss.ch/it/lexikon/122560/ferroviere,3.084,7.209
128175,EMPÊCHEMENT,fr,lsf-ch,Veranstaltung/Medien,Ce qui empêche ou gêne une action.,Même temps.,Je ne peux pas venir au banquet car j'ai empêchement.,https://signsuisse.sgb-fss.ch/fr/lexikon/128175/empechement,2.459,4.792
126164,MUSKELFASER,de,dsgs,Medizin,"Als Muskelfaser bezeichnet man die zelluläre, spindelförmige Grundeinheit eines Skelettmuskels.",relativ langer und dünner Strang eines Gewebes,Die Muskelfasern vergrössern sich bei Kraftanwendung und verkleinern sich bei Erschlaffung.,https://signsuisse.sgb-fss.ch/lexikon/126164/muskelfaser,3.584,9.375
115256,WARMFRONT,de,dsgs,Natur,"Die Warmfront ist, wie auch die Kaltfront, eine Wettererscheinung im Zusammenhang mit einem Tiefdruckgebiet.",Wetter,"Der Wetterbericht kündigt eine Warmfront an, welche heisses und schwüles Wetter bringt.",https://signsuisse.sgb-fss.ch/lexikon/115256/warmfront,3.459,8.417
123645,EQUIVOCARE,it,lis-ch,Verb,"Fraintendere fatti, comportamenti o parole.","Fraintendere, travisare.",Lui equivoca sempre!,https://signsuisse.sgb-fss.ch/it/lexikon/123645/equivocare,2.5,4.209
130123,PRÉSENTATEUR,fr,lsf-ch,Veranstaltung/Medien,Personne qui présente une émission ou un spectacle.,"Animateur, journaliste.",Le présentateur annonce le programme de la soirée.,https://signsuisse.sgb-fss.ch/fr/lexikon/130123/presentateur,3.84,6.44
129116,POLIZIST,de,dsgs,Beruf/Schule,"Als Polizist wird umgangssprachlich ein im Dienst von staatlichen Körperschaften (Staat, Land, Gemeinde) stehender Bediensteter auf dem Gebiet des Sicherheitswesens bezeichnet.",Beruf der Polizei,Beim Fussball-Deal beispielsweise zwischen FCZ und GC werden viele Polizisten benötigt.,https://signsuisse.sgb-fss.ch/lexikon/129116/polizist,2.709,9.542
130300,CHAMPÉRY,fr,lsf-ch,Stadt,"C'est une commune suisse du canton du Valais, située dans le district de Monthey.","Suisse, Valais, Village.",L'altitude de Champéry est de 1'050 mètres.,https://signsuisse.sgb-fss.ch/fr/lexikon/130300/champery,2.56,6.28
116746,MASSAGE,fr,lsf-ch,Medizin,Action de masser le corps avec les mains dans une intention thérapeutique ou hygiénique.,"Corps, mains, pression, tapotement.","Il faudrait se faire faire 4 massages dans l'année, tellement ça détend et ça fait du bien.",https://signsuisse.sgb-fss.ch/fr/lexikon/116746/massage,2.917,7.459
112184,SONDRIO,it,lis-ch,Stadt,"E' un comune italiano di ca 25'000 abitanti, capoluogo della provincia omonima in Lombardia.",Città italiana.,Un mio amico ha una casa di vacanza a Sondrio.,https://signsuisse.sgb-fss.ch/it/lexikon/112184/sondrio,3.12,6.6
128008,AIDER,fr,lsf-ch,Verb,"Secourir, faciliter les actions de quelqu'un.","Assister, être utile, moyen.",J'aide ma mère à faire la vaisselle.,https://signsuisse.sgb-fss.ch/fr/lexikon/128008/aider,2.75,4.875
119605,JOURNÉE,fr,lsf-ch,Sport/Freizeit,Espace de temps qui s'écoule du lever au coucher du soleil.,Jour.,Il est rarement libre dans la journée.,https://signsuisse.sgb-fss.ch/fr/lexikon/119605/journee,2.834,4.834
124912,DEVOIRS,fr,lsf-ch,Beruf/Schule,Exercice scolaire qu'un professeur fait faire à ses élèves. Travail qu'un élève doit exécuter.,Exercice scolaire.,"Presque tous les jours, les enfants ont des devoirs à faire.",https://signsuisse.sgb-fss.ch/fr/lexikon/124912/devoirs,3.08,4.4
